iter	RMSE
715	0.6146703703
716	0.6144760913
717	0.6142568044
718	0.6139668532
719	0.6138648111
720	0.613616868
721	0.61331949
722	0.6132000041
723	0.6130455317
724	0.6127202442
725	0.6126073876
726	0.6125388196
727	0.6123034081
728	0.6121697174
729	0.6120137898
730	0.6118931562
731	0.6117574334
732	0.6115651814
733	0.6113630424
734	0.6112096773
735	0.6110491431
736	0.6108235558
737	0.6106389652
738	0.610377432
739	0.6102628787
740	0.6100557027
741	0.6099246618
742	0.6096483132
743	0.6094845473
744	0.6093234464
745	0.6092286748
746	0.6091347488
747	0.6090260728
748	0.6088979902
749	0.6086248216
750	0.6085584969
751	0.608413177
752	0.6082114751
753	0.608020029
754	0.6079436025
755	0.6078391551
756	0.6077374749
757	0.6075506909
758	0.6073470976
759	0.6071921241
760	0.6070825783
761	0.6069415896
762	0.6068373963
763	0.6065027389
764	0.6063327061
765	0.6061469264
766	0.6059091785
767	0.6057298391
768	0.6055605675
769	0.6054231262
770	0.6052615185
771	0.6051355154
772	0.6049766174
773	0.6047525639
774	0.6046423561
775	0.6045637011
776	0.6044106504
777	0.6042107011
778	0.6040929477
779	0.6039037792
780	0.603622547
781	0.6033846393
782	0.6032528654
783	0.6031287739
784	0.6029453704
785	0.6028209891
786	0.6026483687
787	0.602573445
788	0.6024433554
789	0.6023582973
790	0.6021069105
791	0.6019965945
792	0.6018182473
793	0.6016459976
794	0.6015292629
795	0.6012904665
796	0.601220214
797	0.6011423238
798	0.6009593825
799	0.6008870047
800	0.6007482599
801	0.6006641973
802	0.6004113281
803	0.6001485596
804	0.5999855502
805	0.5998796929
806	0.5996503048
807	0.5995218049
808	0.5993905532
809	0.5992784326
810	0.5990941161
811	0.5990168035
812	0.5989325361
813	0.5988314847
814	0.5987463787
815	0.5985882508
816	0.598395594
817	0.5982048889
818	0.5981123485
819	0.5979478004
820	0.5977885082
821	0.5976769193
822	0.5974160484
823	0.5972318158
824	0.5969515517
825	0.5967925638
826	0.5966534527
827	0.5963794313
828	0.5961819795
829	0.5960789113
830	0.5958402314
831	0.5957329113
832	0.5956151982
833	0.5954685638
834	0.595305287
835	0.5951129592
836	0.5948559063
837	0.5946429721
838	0.5944940764
839	0.5943456109
840	0.5942075463
841	0.5940816421
842	0.5938747276
843	0.5937414405
844	0.5935224895
845	0.5932476422
846	0.5931064317
847	0.5929293157
848	0.5928060429
849	0.5926623542
850	0.5925440034
851	0.5922583141
852	0.5920342747
853	0.5918550168
854	0.5916588665
855	0.59138694
856	0.591277884
857	0.5910746578
858	0.5909187808
859	0.5906865246
860	0.5905485683
861	0.5903650982
862	0.5901877606
863	0.5898818049
864	0.5897927093
865	0.5895519883
866	0.5893582327
867	0.5892231521
868	0.5890975749
869	0.5889540016
870	0.5887824376
871	0.5886388658
872	0.5883807961
873	0.5880744798
874	0.5879477053
875	0.5878420694
876	0.5876267272
877	0.587399554
878	0.5873048984
879	0.5871338523
880	0.5870148247
881	0.586908767
882	0.5866690398
883	0.5866145048
884	0.5865109129
885	0.5863240238
886	0.5861005322
887	0.5859751687
888	0.5857955427
889	0.5856037028
890	0.5855302618
891	0.5852329991
892	0.5851618652
893	0.5850484538
894	0.5848532824
895	0.584678471
896	0.5845743657
897	0.5842884006
898	0.5841763416
899	0.5840838232
900	0.5839367962
901	0.5836655233
902	0.5834550438
903	0.5831832853
904	0.5830477732
905	0.5827361568
906	0.5826709904
907	0.5825537968
908	0.5824265304
909	0.5823198396
910	0.5821813045
911	0.5820698598
912	0.5819285695
913	0.5818650202
914	0.5817605061
915	0.5816520661
916	0.5815285213
917	0.5813141747
918	0.5812704556
919	0.5811184361
920	0.5810463828
921	0.5808495575
922	0.5807538235
923	0.5805465937
924	0.580334894
925	0.5802116989
926	0.5801082963
927	0.5800161813
928	0.5798931424
929	0.5796481482
930	0.5794274181
931	0.579257399
932	0.5790264124
933	0.5789006842
934	0.5785238198
935	0.5783705035
936	0.5781332697
937	0.5779831524
938	0.5778039605
939	0.5775679606
940	0.5774054699
941	0.5772198823
942	0.5770667248
943	0.5769646454
944	0.5768037157
945	0.5765907477
946	0.576428551
947	0.5763118064
948	0.5760750426
949	0.5759263483
950	0.5757221185
951	0.5755299472
952	0.5753439359
953	0.5750962206
954	0.5748827341
955	0.5747060849
956	0.5745997484
957	0.5745037176
958	0.5742765435
959	0.5740539628
960	0.5738791988
961	0.5736905735
962	0.5736037286
963	0.5734925523
964	0.5733131991
965	0.5731282877
966	0.5729465504
967	0.5727765781
968	0.5725874741
969	0.5724669028
970	0.5723528123
971	0.5722104419
972	0.572013432
973	0.5718619714
974	0.57168344
975	0.5715486879
976	0.5713686782
977	0.5712177935
978	0.5711941392
979	0.5710631545
980	0.570852628
981	0.5707945683
982	0.5706693692
983	0.5704746049
984	0.5703011515
985	0.5701611396
986	0.570056879
987	0.5697024664
988	0.569616361
989	0.5695119442
990	0.569320824
991	0.5691400193
992	0.5687245873
993	0.5685575767
994	0.5683432417
995	0.5681559449
996	0.568028245
997	0.5677654653
998	0.5676589584
999	0.5675358303
